No,Date,DateOfWeek,Eat In,TotalNetSales,Forecast,VarianceÂ (NetÂ SalesÂ -Â LastÂ Year),Is_Holiday,Holiday_Name,temp,feelslike,conditions,description,icon
988,29/01/2024,Mon,1566.82,1897.2,2200.0,-154.82,0,,10.6,10.6,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain
989,30/01/2024,Tue,1404.92,1796.86,1800.0,-607.37,0,,6.2,3.4,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain
990,31/01/2024,Wed,2261.97,2955.37,2200.0,-452.89,0,,6.8,4.5,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain
991,01/02/2024,Thu,1609.42,1948.15,2300.0,-761.61,0,,5.2,2.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
992,02/02/2024,Fri,2369.57,3604.8,3900.0,-617.71,0,,8.7,6.3,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
993,03/02/2024,Sat,5478.17,7367.93,6500.0,622.17,0,,9.8,8.3,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
994,04/02/2024,Sun,2850.13,3554.92,3200.0,47.2,0,,9.8,8.4,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
995,05/02/2024,Mon,1407.22,1700.93,2000.0,-238.32,0,,9.2,7.1,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
996,06/02/2024,Tue,2138.08,2868.81,2200.0,457.12,0,,10.6,10.1,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
997,07/02/2024,Wed,2053.55,2680.22,2500.0,432.8,0,,4.4,1.5,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
998,08/02/2024,Thu,1949.47,2379.76,2500.0,27.76,0,,8.0,5.8,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
999,09/02/2024,Fri,2770.93,3615.9,4500.0,-1068.58,0,,9.7,8.8,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
1000,10/02/2024,Sat,4532.87,5378.23,7200.0,-445.12,0,,7.6,5.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
1001,11/02/2024,Sun,2857.88,3230.5,3500.0,236.61,0,,6.7,3.9,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
1002,12/02/2024,Mon,2791.67,3380.57,3200.0,20.69,0,,5.1,2.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
1003,13/02/2024,Tue,3171.69,3628.32,3300.0,-1034.09,0,,8.3,6.5,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
1004,14/02/2024,Wed,3647.16,4679.65,4300.0,1349.59,0,,11.7,11.7,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
1005,15/02/2024,Thu,2947.53,3681.18,3200.0,4.62,0,,12.3,12.3,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
1006,16/02/2024,Fri,3997.02,4875.73,5300.0,-898.83,0,,9.1,7.2,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
1007,17/02/2024,Sat,4953.23,6066.88,6000.0,97.0,0,,10.6,10.2,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
1008,18/02/2024,Sun,1772.68,2345.43,2300.0,141.06,0,,10.1,9.5,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain
1009,19/02/2024,Mon,1382.56,1913.84,2500.0,-924.37,0,,8.9,6.5,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain
1010,20/02/2024,Tue,1781.78,2410.17,1800.0,92.17,0,,8.8,7.0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
1011,21/02/2024,Wed,1680.57,2107.9,2500.0,-981.98,0,,9.1,6.6,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
1012,22/02/2024,Thu,1693.56,2389.64,2500.0,-965.45,0,,6.3,2.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
1013,23/02/2024,Fri,1862.72,3081.6,4300.0,-1664.36,0,,4.0,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
1014,24/02/2024,Sat,5328.36,6461.4,6800.0,-50.73,0,,3.6,1.7,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with morning rain or snow.,rain
1015,25/02/2024,Sun,3266.1,3597.92,3400.0,754.16,0,,4.1,-0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
1016,26/02/2024,Mon,1485.97,1944.26,2000.0,-632.2,0,,5.1,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
1017,27/02/2024,Tue,1510.05,2081.4,2100.0,-784.6,0,,4.6,2.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
1018,28/02/2024,Wed,2041.63,2698.84,2400.0,13.14,0,,8.4,7.2,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
1019,29/02/2024,Thu,1657.83,1966.98,2600.0,-1071.22,0,,7.3,4.3,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
1020,01/03/2024,Fri,4336.22,4988.95,4200.0,242.08,0,,3.9,-0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
1021,02/03/2024,Sat,6459.82,7405.89,7300.0,-375.84,0,,2.7,-0.5,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.,rain
1022,03/03/2024,Sun,3262.58,3556.27,3400.0,239.24,0,,4.2,2.6,"Snow, Rain, Partially cloudy",Becoming cloudy in the afternoon with morning rain or snow.,rain
1023,04/03/2024,Mon,2045.59,2381.08,2400.0,-31.13,0,,5.0,1.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
1024,05/03/2024,Tue,1760.17,2111.27,2400.0,-294.12,0,,5.9,4.2,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
1025,06/03/2024,Wed,1943.73,2329.83,2500.0,113.6,0,,5.8,4.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain
1026,07/03/2024,Thu,1886.77,2183.2,2600.0,-1060.56,0,,5.9,2.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
1027,08/03/2024,Fri,3264.67,4079.16,3800.0,-118.82,0,,5.8,1.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
1028,09/03/2024,Sat,5424.81,6077.23,7200.0,-1090.62,0,,7.3,4.2,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
1029,10/03/2024,Sun,3183.78,3395.08,3300.0,-90.44,0,,7.9,6.1,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
1030,11/03/2024,Mon,1779.35,2105.54,2200.0,-344.44,0,,7.0,4.9,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain
1031,12/03/2024,Tue,2029.56,2369.44,2200.0,129.11,0,,9.8,8.9,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
1032,13/03/2024,Wed,2000.94,2305.25,2600.0,-1704.29,0,,10.8,10.8,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain
1033,14/03/2024,Thu,1802.13,2199.43,2600.0,-1840.78,0,,10.6,10.2,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
1034,15/03/2024,Fri,3460.55,4001.27,4400.0,-340.75,0,,9.7,9.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
1035,16/03/2024,Sat,6199.55,7085.44,6800.0,599.52,0,,7.7,6.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
1036,17/03/2024,Sun,1996.02,2221.52,3400.0,-554.72,0,,10.6,10.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain
1037,18/03/2024,Mon,1610.63,2024.96,2200.0,-670.4,0,,10.3,9.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
1038,19/03/2024,Tue,1410.77,1719.94,2200.0,-16.39,0,,11.5,11.5,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
1039,20/03/2024,Wed,1764.8,2080.79,2500.0,-599.83,0,,11.0,10.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain
1040,21/03/2024,Thu,2167.19,2618.53,2500.0,325.76,0,,8.7,7.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
1041,22/03/2024,Fri,3000.56,3924.77,4300.0,-259.65,0,,8.4,5.7,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
1042,23/03/2024,Sat,5868.44,6331.8,7300.0,-1483.67,0,,5.7,1.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
1043,24/03/2024,Sun,2081.16,2370.17,3400.0,-934.19,0,,7.2,4.0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
1044,25/03/2024,Mon,2298.66,2546.72,2500.0,28.59,0,,7.9,4.9,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
1045,26/03/2024,Tue,2182.84,2479.98,2600.0,-512.29,0,,8.3,6.3,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
1046,27/03/2024,Wed,2955.34,3831.75,3200.0,359.28,0,,5.8,2.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain
1047,28/03/2024,Thu,3261.43,4204.17,3200.0,1012.49,0,,5.8,1.7,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
1048,29/03/2024,Fri,4107.22,4462.83,3800.0,-520.4,1,Good Friday,8.0,6.1,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
1049,30/03/2024,Sat,4798.03,5581.37,5000.0,-1998.95,0,,8.4,6.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
1050,31/03/2024,Sun,0.0,22.53,0.0,-3294.14,0,,8.0,5.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
1051,01/04/2024,Mon,3643.05,3965.92,4000.0,1163.43,0,,8.5,7.3,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
1052,02/04/2024,Tue,3278.76,3622.59,3200.0,413.88,0,,8.9,7.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
1053,03/04/2024,Wed,3097.15,3346.39,3800.0,-1138.59,0,,9.5,7.9,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
1054,04/04/2024,Thu,2978.62,3235.63,3800.0,-1070.19,0,,10.8,10.0,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
1055,05/04/2024,Fri,3537.53,3910.53,5300.0,643.57,0,,12.3,12.3,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
1056,06/04/2024,Sat,5681.87,6175.24,5300.0,2278.08,0,,13.7,13.7,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
1057,07/04/2024,Sun,3477.05,3551.49,3400.0,3551.49,0,,11.2,10.8,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain
1058,08/04/2024,Mon,2409.48,2644.1,3500.0,-1781.09,0,,10.8,10.3,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
1059,09/04/2024,Tue,2839.63,3157.44,3200.0,-164.78,0,,7.9,4.3,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
1060,10/04/2024,Wed,3270.1,3626.73,4300.0,-1154.49,0,,9.4,8.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain
1061,11/04/2024,Thu,3221.36,3507.19,4300.0,-252.97,0,,12.9,12.9,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain
1062,12/04/2024,Fri,2637.58,3408.83,5300.0,-2086.18,0,,12.4,11.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
1063,13/04/2024,Sat,4403.34,5082.84,5500.0,-191.58,0,,11.1,10.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
1064,14/04/2024,Sun,1987.2,2046.7,3300.0,-1522.47,0,,8.7,7.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
1065,15/04/2024,Mon,2069.55,2355.98,2400.0,-55.31,0,,8.0,4.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
1066,16/04/2024,Tue,1342.12,1856.59,2200.0,-413.5,0,,9.1,6.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
1067,17/04/2024,Wed,1500.0,1881.42,2500.0,-609.16,0,,7.0,4.4,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
1068,18/04/2024,Thu,1984.08,2361.48,2500.0,-247.76,0,,7.1,4.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
1069,19/04/2024,Fri,2790.72,3170.48,4200.0,-1134.26,0,,10.7,9.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
1070,20/04/2024,Sat,4494.77,5147.36,6300.0,-1127.72,0,,7.7,6.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
1071,21/04/2024,Sun,1816.35,1887.94,3300.0,-1226.48,0,,7.9,6.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
1072,22/04/2024,Mon,1775.63,2060.16,2300.0,-622.48,0,,6.6,5.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
1073,23/04/2024,Tue,1263.53,1702.66,2200.0,-451.06,0,,8.3,7.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
1074,24/04/2024,Wed,1544.72,1928.71,2500.0,-420.34,0,,8.0,7.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
1075,25/04/2024,Thu,1599.46,1956.8,2700.0,-1031.32,0,,7.5,5.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain
1076,26/04/2024,Fri,3288.03,3906.16,4200.0,-163.78,0,,7.8,5.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
1077,27/04/2024,Sat,6493.49,6960.27,6200.0,974.93,0,,6.4,2.9,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
1078,28/04/2024,Sun,2882.22,3019.63,3500.0,-1073.23,0,,7.5,5.1,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
1079,29/04/2024,Mon,1597.03,1863.32,2200.0,-2036.3,0,,9.7,8.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
1080,30/04/2024,Tue,1803.86,2172.83,2200.0,160.46,0,,10.6,9.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
1081,01/05/2024,Wed,1684.59,2206.89,2200.0,490.9,0,,9.3,8.3,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
1082,02/05/2024,Thu,1960.01,2475.59,2300.0,177.4,0,,9.7,8.2,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
1083,03/05/2024,Fri,2904.43,3453.83,3800.0,318.45,0,,9.7,8.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
1084,04/05/2024,Sat,4428.82,5178.55,6000.0,-816.15,0,,11.0,10.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
1085,05/05/2024,Sun,3392.34,3575.31,3800.0,1163.93,0,,10.4,9.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
1086,06/05/2024,Mon,3235.77,3513.74,5000.0,-1549.29,1,May Day,11.4,11.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
1087,07/05/2024,Tue,994.18,1127.24,2000.0,-1133.52,0,,13.5,13.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain
1088,08/05/2024,Wed,1525.96,1922.87,2200.0,-434.44,0,,13.6,13.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
1089,09/05/2024,Thu,1571.51,1960.65,2200.0,-141.94,0,,15.7,15.7,Clear,Clear conditions throughout the day.,clear-day
1090,10/05/2024,Fri,1988.62,2398.4,3200.0,-469.97,0,,17.4,17.4,Clear,Clear conditions throughout the day.,clear-day
1091,11/05/2024,Sat,2374.82,2738.95,4700.0,-2011.69,0,,16.8,16.8,Clear,Clear conditions throughout the day.,clear-day
1092,12/05/2024,Sun,1669.88,1795.52,3200.0,-1211.4,0,,16.3,16.3,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
1093,13/05/2024,Mon,1702.33,2019.58,1988.84,98.47,0,,13.2,13.2,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
1094,14/05/2024,Tue,1252.11,1532.98,1890.0,-273.75,0,,13.1,13.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain
1095,15/05/2024,Wed,1640.63,2199.94,2285.5,-198.92,0,,14.1,14.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
1096,16/05/2024,Thu,1796.58,2193.7,2286.43,-27.98,0,,13.6,13.5,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain
1097,17/05/2024,Fri,2354.38,2943.08,3478.3,-527.84,0,,14.6,14.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain
1098,18/05/2024,Sat,4694.66,5251.52,5168.33,681.99,0,,15.0,15.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
1099,19/05/2024,Sun,1713.11,1933.02,2287.58,62.89,0,,15.9,15.9,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain
