No,Date,DateOfWeek,Eat In,TotalNetSales,Forecast,VarianceÂ (NetÂ SalesÂ -Â LastÂ Year),Is_Holiday,Holiday_Name,temp,feelslike,conditions,description,icon
355,06/05/2022,Fri,2803.97,3659.83,3200.0,1139.82,0,,11.8,11.2,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain
356,07/05/2022,Sat,3558.45,4267.91,5500.0,1215.72,0,,14.1,14.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain
357,08/05/2022,Sun,1619.37,1994.27,3000.0,1040.94,0,,13.7,13.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
358,09/05/2022,Mon,1988.49,2556.52,2300.0,1797.08,0,,14.1,13.7,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
359,10/05/2022,Tue,1905.72,2469.59,2250.0,1470.68,0,,13.3,13.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain
360,11/05/2022,Wed,2604.64,3120.3,2600.0,1760.92,0,,11.5,11.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain
361,12/05/2022,Thu,1705.48,2205.68,2800.0,776.39,0,,11.6,11.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
362,13/05/2022,Fri,2705.99,3926.66,4200.0,1165.18,0,,12.6,12.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
363,14/05/2022,Sat,3421.09,4343.51,5800.0,1545.37,0,,13.5,13.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
364,15/05/2022,Sun,2380.59,2872.69,3100.0,1533.23,0,,13.2,12.8,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
365,16/05/2022,Mon,1413.04,1807.9,2300.0,-311.02,0,,14.8,14.8,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
366,17/05/2022,Tue,1307.16,1594.82,2300.0,-660.81,0,,15.4,15.4,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
367,18/05/2022,Wed,1856.58,2384.05,2500.0,-329.66,0,,13.1,13.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
368,19/05/2022,Thu,1986.78,2573.61,2800.0,-445.99,0,,13.2,13.2,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
369,20/05/2022,Fri,3278.98,4266.61,3800.0,-1153.86,0,,12.3,12.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
370,21/05/2022,Sat,4454.4,5328.77,5200.0,-79.04,0,,13.1,12.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
371,22/05/2022,Sun,1967.02,2190.61,2800.0,-412.63,0,,14.5,14.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
372,23/05/2022,Mon,2002.81,2580.74,2300.0,-136.09,0,,12.3,12.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
373,24/05/2022,Tue,1308.17,1720.06,2250.0,-657.27,0,,11.7,10.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
374,25/05/2022,Wed,2136.07,2730.49,2800.0,68.95,0,,11.8,11.3,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
375,26/05/2022,Thu,2568.47,3429.8,2600.0,547.26,0,,13.4,13.4,Overcast,Cloudy skies throughout the day.,cloudy
376,27/05/2022,Fri,3538.18,4307.68,4300.0,-1482.01,0,,13.2,13.2,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain
377,28/05/2022,Sat,4265.1,5121.33,5200.0,165.71,0,,12.4,12.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
378,29/05/2022,Sun,2645.77,3063.87,3000.0,1279.29,0,,10.7,10.2,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
379,30/05/2022,Mon,3865.58,4542.01,3800.0,1592.65,0,,10.6,10.3,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
380,31/05/2022,Tue,3235.58,3838.13,3700.0,1151.36,0,,10.8,10.2,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
381,01/06/2022,Wed,3624.82,4343.32,3800.0,1032.1,0,,12.3,12.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
382,02/06/2022,Thu,3304.23,3694.4,3300.0,147.18,1,Spring Bank Holiday,14.4,14.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
383,03/06/2022,Fri,2212.48,2460.68,3300.0,-1190.29,1,Platinum Jubilee of Elizabeth II,14.5,14.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
384,04/06/2022,Sat,3972.83,4649.11,5000.0,568.67,0,,14.0,14.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
385,05/06/2022,Sun,2397.27,2875.13,2200.0,1019.48,0,,11.4,11.0,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
386,06/06/2022,Mon,1434.91,2161.8,3000.0,190.19,0,,13.9,13.9,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
387,07/06/2022,Tue,1340.57,1945.49,2300.0,348.33,0,,14.7,14.6,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
388,08/06/2022,Wed,1790.98,2493.27,2600.0,328.17,0,,14.8,14.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
389,09/06/2022,Thu,1799.93,2264.77,2800.0,190.99,0,,14.4,14.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
390,10/06/2022,Fri,2742.83,3433.74,4200.0,-378.4,0,,15.2,15.2,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
391,11/06/2022,Sat,4267.73,4917.98,5000.0,910.64,0,,14.4,14.4,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
392,12/06/2022,Sun,1838.35,2061.89,2600.0,712.8,0,,13.9,13.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
393,13/06/2022,Mon,1185.3,1652.66,2300.0,429.27,0,,13.3,13.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
394,14/06/2022,Tue,1658.11,2049.62,2300.0,201.49,0,,14.6,14.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
395,15/06/2022,Wed,1748.24,2197.6,2300.0,761.97,0,,16.1,16.1,Clear,Clear conditions throughout the day.,clear-day
396,16/06/2022,Thu,1176.75,1550.87,2400.0,-2328.8,0,,18.0,18.0,Clear,Clear conditions throughout the day.,clear-day
397,17/06/2022,Fri,1881.91,2640.1,3450.0,-1325.49,0,,20.2,20.3,Clear,Clear conditions throughout the day.,clear-day
398,18/06/2022,Sat,5586.62,6264.68,5000.0,1099.38,0,,13.3,13.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
399,19/06/2022,Sun,2792.41,3012.28,2500.0,-368.52,0,,11.7,11.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
400,20/06/2022,Mon,1115.25,1674.37,1958.0,402.31,0,,15.2,14.9,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
401,21/06/2022,Tue,1475.23,1989.29,2167.0,-89.05,0,,16.9,16.9,Rain,Clear conditions throughout the day with afternoon rain.,rain
402,22/06/2022,Wed,2259.49,2791.82,2200.0,716.48,0,,19.3,19.3,Clear,Clear conditions throughout the day.,clear-day
403,23/06/2022,Thu,2260.86,2827.06,2000.0,-413.83,0,,18.6,18.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
404,24/06/2022,Fri,2632.68,3523.4,3800.0,-1004.76,0,,15.1,15.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
405,25/06/2022,Sat,4324.82,4814.39,5800.0,-485.46,0,,13.8,13.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
406,26/06/2022,Sun,3200.08,3472.86,2800.0,681.45,0,,14.2,14.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain
407,27/06/2022,Mon,1947.38,2465.83,2000.0,-524.72,0,,13.5,13.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
408,28/06/2022,Tue,1573.26,2048.0,1900.0,-555.53,0,,13.7,13.7,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
409,29/06/2022,Wed,2018.56,2615.19,2600.0,-681.92,0,,13.7,13.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
410,30/06/2022,Thu,2542.21,2926.12,2811.58,-24.01,0,,13.2,13.2,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
411,01/07/2022,Fri,2812.33,3467.09,3800.0,-664.31,0,,13.7,13.7,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
412,02/07/2022,Sat,5618.62,6340.55,5500.0,525.72,0,,13.4,13.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
413,03/07/2022,Sun,2538.79,2874.53,2500.0,-161.36,0,,14.5,14.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain
414,04/07/2022,Mon,1404.43,1732.81,2299.0,-1095.62,0,,13.9,13.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
415,05/07/2022,Tue,1463.23,1830.48,2100.0,-884.0,0,,14.9,14.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
416,06/07/2022,Wed,1358.59,1741.59,2500.0,-889.18,0,,16.8,16.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
417,07/07/2022,Thu,1870.98,2555.85,2500.0,-341.64,0,,17.4,17.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
418,08/07/2022,Fri,2254.27,3029.35,3600.0,-974.38,0,,19.0,19.0,Clear,Clear conditions throughout the day.,clear-day
419,09/07/2022,Sat,3130.61,3830.75,5100.0,-2336.72,0,,18.9,18.9,Clear,Clear conditions throughout the day.,clear-day
420,10/07/2022,Sun,1683.93,1841.1,3000.0,-1434.14,0,,19.5,19.5,Clear,Clear conditions throughout the day.,clear-day
421,11/07/2022,Mon,1259.03,1667.24,1886.0,113.54,0,,22.0,22.0,Clear,Clear conditions throughout the day.,clear-day
422,12/07/2022,Tue,1597.58,1982.06,1880.0,-966.68,0,,21.4,21.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
423,13/07/2022,Wed,1498.32,1941.48,2100.0,-260.57,0,,19.4,19.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
424,14/07/2022,Thu,2642.77,3015.86,2402.0,422.21,0,,17.2,17.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
425,15/07/2022,Fri,2291.2,2967.72,3200.0,-457.45,0,,17.0,17.0,Clear,Becoming cloudy in the afternoon.,clear-day
426,16/07/2022,Sat,2605.25,3764.86,3800.0,32.41,0,,18.9,18.9,Clear,Clear conditions throughout the day.,clear-day
427,17/07/2022,Sun,2020.82,2275.07,2300.0,689.48,0,,22.3,22.2,Clear,Clear conditions throughout the day.,clear-day
428,18/07/2022,Mon,1621.58,2317.27,1800.0,-189.44,0,,25.8,25.4,Clear,Clear conditions throughout the day.,clear-day
429,19/07/2022,Tue,1386.6,1876.18,1900.0,-291.0,0,,26.3,26.2,Rain,Partly cloudy throughout the day with late afternoon rain.,rain
430,20/07/2022,Wed,2016.39,2303.85,2075.0,-912.21,0,,18.6,18.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
431,21/07/2022,Thu,2657.3,3242.93,2500.0,240.92,0,,17.6,17.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
432,22/07/2022,Fri,2961.85,3705.62,3400.0,-102.44,0,,17.1,17.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
433,23/07/2022,Sat,4149.15,4767.22,4800.0,-642.12,0,,16.5,16.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
434,24/07/2022,Sun,2417.88,2699.09,2648.0,-591.07,0,,18.6,18.6,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain
435,25/07/2022,Mon,1907.94,2099.88,2800.0,-662.92,0,,16.6,16.6,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
436,26/07/2022,Tue,2291.12,2652.55,3200.0,-1526.04,0,,15.7,15.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
437,27/07/2022,Wed,2335.87,2713.0,3300.0,-872.03,0,,15.8,15.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
438,28/07/2022,Thu,2729.65,3102.03,3700.0,-943.38,0,,16.9,16.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
439,29/07/2022,Fri,2644.82,3347.9,3800.0,-1647.11,0,,18.9,18.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
440,30/07/2022,Sat,4336.16,5056.59,5000.0,-694.13,0,,17.2,17.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
441,31/07/2022,Sun,2591.24,3013.7,2900.0,-394.55,0,,18.6,18.6,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
442,01/08/2022,Mon,1774.54,1989.11,2800.0,-315.88,0,,18.4,18.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
443,02/08/2022,Tue,2848.38,3276.71,2800.0,273.47,0,,19.4,19.4,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain
444,03/08/2022,Wed,2476.48,2965.28,2700.0,169.0,0,,18.5,18.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
445,04/08/2022,Thu,2656.39,3277.91,3000.0,-807.04,0,,16.8,16.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
446,05/08/2022,Fri,2065.09,2537.32,3600.0,-869.07,0,,15.4,15.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
447,06/08/2022,Sat,2828.94,3647.58,5100.0,-1991.33,0,,15.8,15.7,Clear,Clear conditions throughout the day.,clear-day
448,07/08/2022,Sun,1883.83,1985.67,2907.0,-1722.73,0,,18.1,18.1,Clear,Clear conditions throughout the day.,clear-day
449,08/08/2022,Mon,1515.11,1843.79,1900.0,-787.04,0,,20.0,20.0,Clear,Clear conditions throughout the day.,clear-day
450,09/08/2022,Tue,2019.28,2425.32,2000.0,-210.92,0,,21.3,21.3,Clear,Clear conditions throughout the day.,clear-day
451,10/08/2022,Wed,1752.5,2166.04,2300.0,-144.14,0,,22.5,22.1,Clear,Clear conditions throughout the day.,clear-day
452,11/08/2022,Thu,1970.29,2432.96,2500.0,-529.01,0,,24.1,23.6,Rain,Clear conditions throughout the day with late afternoon rain.,rain
453,12/08/2022,Fri,2320.33,3006.17,2800.0,-374.16,0,,24.9,24.4,Clear,Clear conditions throughout the day.,clear-day
454,13/08/2022,Sat,2928.72,3486.07,3600.0,605.6,0,,24.9,24.4,Clear,Clear conditions throughout the day.,clear-day
455,14/08/2022,Sun,2269.1,2377.51,2600.0,-596.57,0,,24.7,24.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
456,15/08/2022,Mon,2493.78,2956.58,2025.0,-368.14,0,,20.1,20.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
457,16/08/2022,Tue,2982.02,3430.1,2800.0,263.51,0,,17.4,17.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
458,17/08/2022,Wed,3331.93,3746.46,3000.0,497.98,0,,17.2,17.2,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain
459,18/08/2022,Thu,3413.04,3859.64,2845.0,652.11,0,,17.8,17.8,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain
460,19/08/2022,Fri,2627.43,3219.47,3267.0,-1020.42,0,,17.2,17.2,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
461,20/08/2022,Sat,3441.38,4082.11,4800.0,24.28,0,,17.1,17.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
462,21/08/2022,Sun,2269.2,2482.19,2461.0,-287.02,0,,17.2,17.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
463,22/08/2022,Mon,3034.31,3286.63,2400.0,564.63,0,,17.0,17.0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
464,23/08/2022,Tue,2420.5,2717.06,2800.0,29.22,0,,19.0,19.0,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
465,24/08/2022,Wed,2901.98,3460.13,2800.0,-282.95,0,,18.4,18.4,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain
466,25/08/2022,Thu,3582.71,4106.0,3200.0,947.11,0,,16.9,16.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain
467,26/08/2022,Fri,2877.05,3407.42,3700.0,938.85,0,,15.8,15.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
468,27/08/2022,Sat,3568.75,4090.57,4800.0,-2369.65,0,,17.9,17.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
469,28/08/2022,Sun,2197.56,2326.44,2900.0,-1043.29,0,,18.3,18.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
470,29/08/2022,Mon,3240.45,3589.18,3600.0,9.45,0,,17.9,17.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
471,30/08/2022,Tue,2271.52,2827.11,3200.0,-778.4,0,,16.5,16.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
472,31/08/2022,Wed,3074.67,3625.87,3200.0,461.95,0,,17.4,17.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
473,01/09/2022,Thu,2629.63,2818.3,3200.0,-236.04,0,,17.1,17.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
474,02/09/2022,Fri,2648.5,3107.69,3500.0,-578.02,0,,18.3,18.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
475,03/09/2022,Sat,4922.86,5850.15,4300.0,586.75,0,,16.9,16.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
476,04/09/2022,Sun,2038.45,2211.83,2000.0,479.82,0,,18.4,18.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
477,05/09/2022,Mon,2097.44,2397.68,2800.0,-581.32,0,,17.1,17.1,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
478,06/09/2022,Tue,1895.13,2096.53,1800.0,416.99,0,,16.5,16.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
479,07/09/2022,Wed,2444.53,3002.56,2300.0,563.03,0,,16.4,16.4,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
480,08/09/2022,Thu,1790.63,2007.91,2300.0,-100.47,0,,15.2,15.2,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
481,09/09/2022,Fri,2553.07,3159.33,3400.0,-117.22,0,,15.3,15.3,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
482,10/09/2022,Sat,4975.21,5626.23,4600.0,438.71,0,,16.1,16.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
483,11/09/2022,Sun,1675.44,1931.74,2800.0,-1225.48,0,,16.5,16.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
484,12/09/2022,Mon,1482.23,1867.67,2200.0,83.75,0,,19.3,19.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
485,13/09/2022,Tue,1516.57,1920.91,2000.0,48.42,0,,14.7,14.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
486,14/09/2022,Wed,1519.2,2013.54,2500.0,-82.39,0,,15.0,15.0,"Rain, Partially cloudy",Clearing in the afternoon with a chance of rain throughout the day.,rain
487,15/09/2022,Thu,1912.77,2286.09,2600.0,-23.69,0,,14.1,14.1,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
488,16/09/2022,Fri,2791.79,3488.83,3600.0,84.71,0,,12.2,11.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
489,17/09/2022,Sat,4875.26,5599.37,5500.0,-622.28,0,,11.6,11.1,Clear,Clear conditions throughout the day.,clear-day
490,18/09/2022,Sun,2450.69,2962.08,3000.0,-430.29,0,,12.1,11.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
491,19/09/2022,Mon,0.0,0.0,0.0,-1065.93,1,State Funeral of Queen Elizabeth II,12.7,12.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
492,20/09/2022,Tue,1569.53,1716.38,2000.0,-415.98,0,,14.3,14.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
493,21/09/2022,Wed,1418.33,1818.51,2500.0,-448.03,0,,14.9,14.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
494,22/09/2022,Thu,2038.83,2291.86,2800.0,253.83,0,,14.6,14.6,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
495,23/09/2022,Fri,2538.18,3352.16,3400.0,-27.23,0,,14.9,14.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain
496,24/09/2022,Sat,3500.52,3613.98,5500.0,-1695.0,0,,12.6,12.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
497,25/09/2022,Sun,2750.96,2854.91,3000.0,-635.38,0,,11.1,10.5,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
498,26/09/2022,Mon,1736.56,2113.33,2200.0,-636.55,0,,12.7,12.7,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
499,27/09/2022,Tue,1884.5,2509.81,2250.0,-327.43,0,,11.1,10.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain
500,28/09/2022,Wed,2098.23,2666.01,2600.0,446.22,0,,10.2,9.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain
501,29/09/2022,Thu,2191.28,2826.66,2800.0,-500.61,0,,10.5,9.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain
502,30/09/2022,Fri,3263.37,3842.41,4000.0,-173.33,0,,11.6,11.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
503,01/10/2022,Sat,6208.13,6927.55,5800.0,1058.99,0,,14.1,14.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
504,02/10/2022,Sun,3075.23,3321.73,3200.0,-560.99,0,,13.5,13.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain
505,03/10/2022,Mon,1721.52,2083.35,2000.0,-291.59,0,,13.3,13.1,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
506,04/10/2022,Tue,1684.31,2034.4,2200.0,-564.73,0,,14.7,14.7,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain
507,05/10/2022,Wed,1769.74,2123.79,2500.0,-545.53,0,,13.9,13.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
508,06/10/2022,Thu,1700.43,1867.69,2800.0,-903.1,0,,12.8,12.2,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
509,07/10/2022,Fri,3285.56,3722.29,3600.0,514.68,0,,13.1,13.1,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
510,08/10/2022,Sat,5792.44,6628.61,5800.0,693.95,0,,10.7,10.1,Rain,Clear conditions throughout the day with rain clearing later.,rain
511,09/10/2022,Sun,2798.14,3077.18,3000.0,-119.76,0,,12.0,11.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
512,10/10/2022,Mon,1399.79,2056.83,2050.0,773.7,0,,11.8,11.3,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain
513,11/10/2022,Tue,1743.37,2008.82,2200.0,-541.22,0,,9.4,9.2,Clear,Clear conditions throughout the day.,clear-day
514,12/10/2022,Wed,1927.28,2110.7,2650.0,-495.24,0,,12.1,11.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
515,13/10/2022,Thu,2025.66,2649.69,2700.0,-156.43,0,,12.4,12.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain
516,14/10/2022,Fri,3310.32,4129.45,3700.0,418.25,0,,12.1,12.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain
517,15/10/2022,Sat,5665.35,6432.37,6000.0,573.8,0,,12.2,12.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
518,16/10/2022,Sun,3171.48,3263.26,3100.0,335.22,0,,12.4,12.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
519,17/10/2022,Mon,1994.37,2277.95,2100.0,72.92,0,,14.0,14.0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
520,18/10/2022,Tue,1102.43,1488.82,2100.0,-996.58,0,,11.8,11.4,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain
521,19/10/2022,Wed,2512.34,2769.31,2500.0,279.3,0,,14.0,14.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
522,20/10/2022,Thu,2255.73,2917.88,2600.0,242.06,0,,14.1,14.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain
523,21/10/2022,Fri,4771.51,5361.63,3700.0,1932.82,0,,13.8,13.7,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
524,22/10/2022,Sat,5158.15,5830.82,6800.0,163.82,0,,13.7,13.7,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
525,23/10/2022,Sun,3050.18,3193.26,3100.0,152.41,0,,14.0,14.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
526,24/10/2022,Mon,3245.98,3700.84,3700.0,310.02,0,,12.3,12.3,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
527,25/10/2022,Tue,4459.04,4848.85,4100.0,976.35,0,,13.1,13.1,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
528,26/10/2022,Wed,3602.23,4320.51,4100.0,195.08,0,,14.9,14.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain
529,27/10/2022,Thu,4679.78,5067.76,4000.0,1695.17,0,,15.5,15.5,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
530,28/10/2022,Fri,4475.34,5166.6,4500.0,778.71,0,,14.6,14.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain
531,29/10/2022,Sat,5351.82,5866.68,6400.0,600.06,0,,15.2,15.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain
532,30/10/2022,Sun,3084.69,3322.11,3200.0,82.48,0,,13.4,13.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
533,31/10/2022,Mon,2293.99,2696.52,2700.0,-230.17,0,,13.2,13.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
